,text_new,label
4536,"Historical records of macaws on these islands, therefore, may not have represented distinct, endemic species; it is also possible that these macaws were escaped or feral birds that had been transported to the islands from elsewhere.  ",1
4537,The identity and distribution of indigenous macaws in the Caribbean are likely to be resolved only through paleontological discoveries and examination of contemporary reports and artwork.   ,1
4538,"Since only bones are known of the St. Croix macaw, nothing can be said about its coloration.  ",1
4539,"While the holotype tibiotarsus appears to belong to a fully grown individual, the fact that the bone is slightly spongy at the ends indicates it was immature. ",0
4540,"This left tibiotarsus is 77.7 mm (3.06 in) in total length, 9.4 mm (0.37 in) in breadth from side to side across the lower end, and the smallest breadth from side to side of the shaft is 3.9 mm (0.15 in). ",0
4541,"Though similar to the same bone in the Cuban macaw, it is wider from side to side ",0
4542,(comparisons between the lower ends of their tibiotarsi indicate it was a slightly larger bird). ,0
4543,"The holotype tibiotarsus is intermediate in size between those of large macaws such as the scarlet macaw (Ara macao) and the military macaw (Ara militaris), and the small chestnut-fronted macaw (Ara severus). ",0
4544,"Compared to the tibiotarsi of extant macaws, the bone is more slender and has a slightly greater hindwards development of the upper end. ",0
4545,"Apart from this, its only distinguishing feature is that its dimensions do not fall within those of other known species. ",0
4546,The slender proportions of the bone and more elongated ridges around the upper end show it is a macaw and distinguishes it from the Amazon parrots such as the large imperial amazon (Amazona imperialis).  ,1
4547,The tibiotarsus of the assigned specimen is essentially identical in size to the holotype. ,0
4548,"It is 74.5 mm (2.93 in) from the upper articular surface, 47.2 mm (1.86 in) from the lower end of the fibular crest to the external condyle (the round prominences at the end of a bone), 11.4 mm (0.45 in) deep through the inner cnemial crest (a ridge at the front side of the head), 5.2 by 4.0 mm (0.20 by 0.16 in) wide and deep at the mid shaft, and 10.1 mm (0.40 in) wide at the lower end. ",0
4549,"The estimated length of the coracoid is 43.5 mm (1.71 in) from its head to the internal corner of the sternal facet, 26.5 mm (1.04 in) from the base of the procoracoid process to the internal corner of the sternal facet, the glenoid facet is 10.5 by 6.1 mm (0.41 by 0.24 in) wide and deep, the shaft is 5.2 by 4.4 mm (0.20 by 0.17 in) wide and deep at midpoint, and the sternal facet is 10.5 mm (0.41 in) wide. ",0
4550,"The upper width of the humerus is 19.9 mm (0.78 in), the depth through its external tuberosity is 12.8 mm (0.50 in), the depth of its head is 6.2 mm (0.24 in), the width of the lower end is about 15.5 mm (0.61 in), and the height and width of the radial condyle is 7.4 by 5.0 mm (0.29 by 0.20 in). ",0
4551,"The carpometacarpus is 55.8 mm (2.20 in) long, its upper depth is 14.3 mm (0.56 in), the trochlea (a grooved structure where bones join) is 5.7 mm (0.22 in) wide, and the shaft is 4.5 by 5.0 mm (0.18 by 0.20 in) at midpoint. ",0
4552,The upper part of the radius is 6.0 mm (0.24 in) at its greatest diameter. ,0
4553,"The estimated length of the femur is 51.5 mm (2.03 in), its upper width is 12.5 mm (0.49 in), the depth through its trochanter is 8.2 mm (0.32 in), the head is 6.2 mm ",0
4554,"(0.24 in) deep, and the shaft is 4.9 by 5.4 mm (0.19 by 0.21 in) wide and deep at its midpoint.  Olson and MaÌiz ",1
4555,"LoÌpez stated that extant macaws fall into two size-clusters, representing large and small species. ",0
4556,"In contrast, the St. Croix macaw was distinct in being intermediate between the two clusters, with only the blue-throated macaw (Ara glaucogularis) and Lear's macaw (Anodorhynchus leari) being similar in size. ",0
4557,They observed that the pectoral attachment on the humerus is less excavated compared to those two macaws. ,0
4558,"In contrast, the capital groove (a groove separating two parts of the humerus's head) is wider. ",0
4559,"The head of the femur is more massive, and when seen from the back, is more excavated under the head, neck, and trochanter. ",0
4560,"In contrast, the femur's more robust shaft is similar to that of Ara but dissimilar to Anodorhynchus. ",0
4561,The tibiotarsus' length is shorter than in the blue-throated macaw but longer than in Lear's macaw. ,0
4562,"In contrast, the lengths of the coracoid, carpometacarpus, and femur are smaller than in either.  Olson and MaÌiz ",1
4563,LoÌpez ruled out the specimen from Puerto Rico belonging to the Amazon parrots by pointing out characters found only in Ara macaws. ,0
4564,"The coracoid is more elongated and has a relatively narrow shaft, and the ventral lip of the glenoid facet (equivalent to the glenoid fossa of mammals) protrudes more. ",0
4565,"The carpometacarpus is proportionally much longer with a process on the alular metacarpal that is not curved at its upper part, while the ectepicondylar process (a bony elevation) and the attachment of pronator brevis (one of the two pronation muscles in the wing) on the humerus is placed farther upwards. ",0
4566,"The femur has a proportionally larger head, and the tibiotarsus has a narrower internal condyle and a distinctive inner cnemial crest that is more pointed and extends further upwards.  ",1
4567,"All the endemic Caribbean macaws were likely driven to extinction by humans (in prehistoric and historical times), though hurricanes and disease may have contributed. ",0
4568,"Native Caribbeans hunted macaws and held them captive for later use as food, but also as pets. ",0
4569,"Since they are known from kitchen midden deposits, the macaws from Puerto Rico and St. Croix were evidently also used for subsistence.   ",1
4570,"It is likely that the St. Croix macaw became extinct due to these factors, but the date it happened is unknown.[10 ",0
4571,"The superb fairywren (Malurus cyaneus) is a passerine bird in the Australasian wren family, Maluridae, and is common and familiar across south-eastern Australia. ",0
4572,"It is a sedentary and territorial species, also exhibiting a high degree of sexual dimorphism; the male in breeding plumage has a striking bright blue forehead, ear coverts, mantle, and tail, with a black mask and black or dark blue throat. ",0
4573,"Non-breeding males, females and juveniles are predominantly grey-brown in colour; this gave the early impression that males were polygamous, as all dull-coloured birds were taken for females. ",0
4574,"Six subspecies groups are recognized: three larger and darker forms from Tasmania, Flinders and King Island respectively, and three smaller and paler forms from mainland Australia and Kangaroo Island. ",0
4575,"Like other fairywrens, the superb fairywren is notable for several peculiar behavioural characteristics; the birds are socially monogamous and sexually promiscuous, meaning that although they form pairs between one male and one female, each partner will mate with other individuals and even assist in raising the young from such pairings. ",0
4576,Male wrens pluck yellow petals and display them to females as part of a courtship display. ,0
4577,"The superb fairywren can be found in almost any area that has at least a little dense undergrowth for shelter, including grasslands with scattered shrubs, moderately thick forest, woodland, heaths, and domestic gardens. ",0
4578,"It has adapted well to the urban environment and is common in suburban Sydney, Canberra, Melbourne and Brisbane. ",0
4579,The superb fairywren eats mostly insects and supplements its diet with seeds. ,0
4580,"The superb fairywren is one of eleven species of the genus Malurus, commonly known as fairywrens, found in Australia and lowland New Guinea.  Within the genus, the superb fairywren's closest relative is the splendid fairywren; these two ""blue wrens"" are also related to the purple-crowned fairywren of northwestern Australia.  ",1
4581,"William Anderson, surgeon and naturalist on Captain James Cook's third voyage, collected the first superb fairywren specimen in 1777 while traveling off the coast of eastern Tasmania, in Bruny Island's Adventure Bay. ",0
4582,He classified it in the genus Motacilla because its tail reminded him of the European wagtails. ,0
4583,"Anderson did not live to publish his findings, although his assistant William Ellis described the bird in 1782.  ",1
4584,"The genus Malurus was later described by Louis Jean Pierre Vieillot in 1816, giving the bird its current scientific name.  ",1
4585,"Shortly after the First Fleet's arrival at Port Jackson, Sydney, the bird gained the common name superb warbler.  ",1
4586,In the 1920s came common names wren and wren-warblerâboth from its similarity to the European wrenâand fairywren.  ,1
4587,"The bird has also been called Mormon wren, a reference to observations of one blue-plumaged bird accompanied by many brown-plumaged birds, which were incorrectly assumed to be all female.  and the Gunai call it deeydgun, meaning ""little bird with long tail"".  ",1
4588,Both it and the variegated fairywren are known as muruduwin to the local Eora and Darug inhabitants of the Sydney basin.  ,1
4589,"Other alternative names for the superb fairywren include the Australian fairywren, blue wren, superb blue fairywren, and superb blue wren. ",0
4590,"Like other fairywrens, the superb fairywren is unrelated to the true wren. ",0
4591,It was previously classified as a member of the Old World flycatcher family ,0
4592,"Muscicapidae   and later as a member of the warbler family Sylviidae  before being placed in the newly recognised Maluridae in 1975.  More recently, DNA analysis has shown the family Maluridae to be related to the Meliphagidae (honeyeaters), and the Pardalotidae (pardalotes, scrubwrens, thornbills, gerygones and allies) in the large superfamily Meliphagoidea.   ",1
4593,To help resolve this a high-quality 1.07âGb reference genome was sequenced in 2019.  ,1
4594,"In his 1982 monograph, Schodde proposed a southern origin for the common ancestor of the superb and splendid fairywrens.  ",1
4595,At some time in the past it was split into south-western (splendid) and south-eastern (superb) enclaves. ,0
4596,"As the southwest was drier than the southeast, once conditions were more favourable, the splendid forms were more able to spread into inland areas. ",0
4597,"In the east, the superb fairywren spread into Tasmania during a glacial period when the sea level was low and the island was connected with the rest of the continent via a land bridge. ",0
4598,This gave rise to the subspecies cyaneus as it became isolated when the sea levels rose. ,0
4599,The Bass Strait forms were isolated from Tasmania more recently and so their subspecific status was not maintained.  ,1
4600,"A 2017 genetic study using both mitochondrial and nuclear DNA found the ancestors of the superb and splendid fairywrens diverged from each other around 4 million years ago, and their common ancestor diverged around 7 million years ago from a lineage that gave rise to the white-shouldered, white-winged and red-backed fairywrens.  ",1
4601,"The superb fairywren is 14 cm (5 1â2 in) long  and weighs 8â13 g (0.28â0.46 oz),  with males on average slightly larger than females.  ",1
4602,"The average tail length is 5.9 cm (2 1â3 in),  among the shortest in the genus.  ",1
4603,"Averaging 9 mm (0.4 in) in subspecies cyaneus and 8 mm (0.3 in) in subspecies cyanochlamys,  the bill is relatively long, narrow and pointed and wider at the base. ",1
4604,"Wider than it is deep, the bill is similar in shape to those of other birds that feed by probing for or picking insects off their environs.  ",1
4605,"Like other fairywrens, the superb fairywren is notable for its marked sexual dimorphism, males adopting a highly visible breeding plumage of brilliant iridescent blue contrasting with black and grey-brown. ",0
4606,The brightly coloured crown and ear tufts are prominently featured in breeding displays.  ,1
4607,"The breeding male has a bright-blue forehead, ear coverts, mantle and tail, brown wings, and black throat, eye band, breast and bill. ",0
4608,"Females, immatures, and non-breeding males are a plain fawn colour with a lighter underbelly and a fawn (females and immatures) or dull greyish blue (males) tail. ",0
4609,The bill is brown in females and juveniles  and black in males after their first winter.  ,1
4610,"Immature males moult into breeding plumage the first breeding season after hatching, though incomplete moulting sometimes leaves residual brownish plumage that takes another year or two to perfect.  ",1
4611,"Both sexes moult in autumn after breeding, with males assuming an eclipse non-breeding plumage. ",0
4612,"Breeding males' blue plumage, particularly the ear-coverts, is highly iridescent because of the flattened and twisted surface of the barbules.  ",1
4613,"The blue plumage also reflects ultraviolet light strongly, and so may be even more prominent to other fairywrens, whose colour vision extends into this part of the spectrum.  ",1
4614,"Vocal communication among superb fairywrens is used primarily for communication between birds in a social group and for advertising and mobbing, or defending a territory.  ",1
4615,"The basic, or Type I, song is a 1â4 second high-pitched reel consisting of 10â20 short elements per second; it is sung by both males and females.  ",1
4616,"Males also possess a peculiar song-like Type II vocalization, which is given in response to the calls of predatory birds, commonly grey butcherbirds.  ",1
4617,"The purpose of this behaviour, which does not elicit a response from other nearby wrens, remains unknown. ",0
4618,"It is not a warning call, but in fact gives away the location of the vocalizing male to the predator. ",0
4619,"It may serve to announce male fitness, but this is far from certain.  ",1
4620,"The superb fairywrens' alarm call is a series of brief sharp chits, universally given and understood by small birds in response to predators. ",0
4621,The bird appears to also use vocalisations as a password for its chicks to give it a chance to avoid cuckoo parasites.  ,1
4622,"The superb fairywren is common throughout most of the relatively wet and fertile south-eastern corner of the continent, from the south-east of South Australia (including Kangaroo Island and Adelaide) and the tip of the Eyre Peninsula, through all of Victoria, Tasmania, coastal and sub-coastal New South Wales and Queensland, through the Brisbane area and extending inland â north to the Dawson River and west to Blackall; it is a common bird in the suburbs of Sydney, Melbourne and Canberra.  ",1
4623,"It is found in wooded areas, generally with plenty of undergrowth, and has also adapted to urban existence and can be found in gardens and urban parks as long as there is an undergrowth of native plants nearby.  ",1
4624,"Lantana (Lantana camara), a prolific weed in Australia, has also been beneficial in providing shelter in disturbed areas,  as has the introduced and invasive blackberry  ",1
4625,"Unlike other fairywrens, it appears to benefit from the urban environment and has out-competed the introduced house sparrow in one study on the grounds of the Australian National University in Canberra.  ",1
4626,Colonies of wrens can be found in Hyde Park and the Royal Botanic Gardens in Sydney's urbanized centre.  ,1
4627,It is not found in dense forest nor in alpine environments.  ,1
4628,Forestry plantations of pine and eucalypts are also unsuitable as they lack undergrowth.  ,1
4629,"Like all fairywrens, the superb fairywren is an active and restless feeder, particularly on open ground near shelter, but also through the lower foliage. ",0
4630,"Movement is a series of jaunty hops and bounces,  with its balance assisted by a proportionally large tail, which is usually held upright, and rarely still. ",1
4631,"The short, rounded wings provide good initial lift and are useful for short flights, though not for extended jaunts.  ",1
4632,"During spring and summer, birds are active in bursts through the day and accompany their foraging with song. ",0
4633,"Insects are numerous and easy to catch, which allows the birds to rest between forays. ",0
4634,The group often shelters and rests together during the heat of the day. ,0
4635,Food is harder to find during winter and they are required to spend the day foraging continuously.  ,1
4636,"The superb fairywren is a cooperative breeding species, with pairs or groups of 3â5 birds maintaining and defending small territories year-round.   ",1
4637,"The group consists of a social pair with one or more male or female helper birds that were hatched in the territory, though they may not necessarily be the offspring of the main pair. ",0
4638,These birds assist in defending the territory and feeding and rearing the young.  Birds in a group roost side-by-side in dense cover as well as engaging in mutual preening.  ,1
4639,"Major nest predators include Australian magpies, butcherbirds, laughing kookaburra, currawongs, crows and ravens, shrike-thrushes as well as introduced mammals such as the red fox , cat and black rat.  ",1
4640,Superb fairywrens may utilise a 'rodent-run' display to distract predators from nests with young birds. ,0
4641,"The head, neck and tail are lowered, wings held out and feathers fluffed as the bird runs rapidly and voices a continuous alarm call.  ",1
4642,"A field study in Canberra found that superb fairywrens that lived in areas frequented by noisy miners recognised miner alarm calls and took flight, and had learnt to ignore their non-alarm calls, while those that live in areas not frequented by noisy miners did not respond to miner alarm calls. ",0
4643,This suggests the species has adapted and learned to discriminate and respond to another species' vocalisations.  ,1
4644,"The 'sea horse flight', named for its seahorse-like undulations, is one such display. ",0
4645,"During this exaggerated flight, the maleâwith his neck extended and his head feathers erectâtilts his body from horizontal to vertical, and descends slowly and springs upwards by rapidly beating his wings after alighting on the ground.  ",1
4646,The 'face fan' display may be seen as a part of aggressive or sexual display behaviours; it involves the flaring of the blue ear tufts by erecting the feathers.  ,1
4647,"During the reproductive season, males of this and other fairywren species pluck yellow petals, which contrast with their plumage, and show them to female fairywrens. ",0
4648,The petals often form part of a courtship display and are presented to a female in the male fairywren's own or another territory. ,0
4649,"Males sometimes show petals to females in other territories even outside the breeding season, presumably to promote themselves.  ",1
4650,"Fairywrens are socially monogamous and sexually promiscuous: pairs will bond for life,  though both males and females will regularly mate with other individuals; a proportion of young will have been fathered by males from outside the group. ",1
4651,"Young are often raised not by the pair alone, but with other males who also mated with the pair's female assisting.  ",1
4652,"Breeding occurs from spring through to late summer; the nest is a round or domed structure made of loosely woven grasses and spider webs, with an entrance in one side generally close to the ground, under 1 m (3.3 ft), and in thick vegetation. ",0
4653,Two or more broods may be laid in an extended breeding season. ,0
4654,"A clutch of three or four matte white eggs with reddish-brown splotches and spots, measuring 12 mm Ã 16 mm (0.47 in Ã 0.63 in).  ",1
4655,"The eggs are incubated for 14 days, after which they hatch within 24 hours. ",0
4656,"Newborn chicks are blind, red and featherless, though quickly darken as feathers grow. ",0
4657,Their eyes open by day five or six and are fully feathered by day 10. ,0
4658,All group members feed and remove fecal sacs for 10â14 days. ,0
4659,Fledglings are able to feed themselves by day 40 but remain in the family group as helpers for a year or more before moving to another group or assuming a dominant position in the original group. ,0
4660,In this role they feed and care for subsequent broods and repel cuckoos or predators.  ,1
4661,"Superb fairywrens also commonly play host to the brood parasite Horsfield's bronze cuckoo and, less commonly, the shining bronze cuckoo and fan-tailed cuckoo.  ",1
4662,"They eat a wide range of small creatures (mostly insects such as ants, grasshoppers, shield bugs, flies, weevils and various larvae) as well as small quantities of seeds, flowers, and fruit.   ",1
4663,"Their foraging, termed 'hop-searching', occurs on the ground or in shrubs that are less than two metres high.  ",1
4664,"Because this foraging practice renders them vulnerable to predators, birds tend to stick fairly close to cover and forage in groups. ",0
4665,"During winter, when food may be scarce, ants are an important 'last resort' food, constituting a much higher proportion of the diet.  Nestlings, in contrast to adult birds, are fed a diet of larger items such as caterpillars and grasshoppers.  ",1
4666,The superb fairywren breeding male is used as an emblem by the Bird Observation & Conservation Australia.  ,1
4667,"On 12 August 1999, a superb fairywren was mistakenly illustrated for an Australia Post 45c pre-stamped envelope meant to depict a splendid fairywren.  Called the blue wren as it was then known, it had previously featured on a 2s.5d. stamp, released in 1964, which was discontinued with the advent of decimal currency.[72 ",1
4668,"The Tahiti rail, Tahitian red-billed rail, or Pacific red-billed rail (Hypotaenidia pacifica) is an extinct species of rail that lived on Tahiti. ",0
4669,"It was first recorded during James Cook's second voyage around the world (1772â1775), on which it was illustrated by Georg Forster and described by Johann Reinhold Forster. ",0
4670,"As well as the documentation by the Forsters, there have been claims that the bird also existed on the nearby island of Mehetia. ",0
4671,"The Tahiti rail appears to have been closely related to, and perhaps derived from, the buff-banded rail, and has also been historically confused with the Tongan subspecies of that bird. ",0
4672,"The Tahiti rail was 9 inches (23 centimetres) long, and its colouration was unusual for a rail. ",0
4673,"The underparts, throat, and eyebrow-like supercilium were white, and the upper parts were black with white dots and bands. ",0
4674,"The nape (or hind neck) was ferruginous (rust-coloured), the breast was grey, and it had a black band across the lower throat. ",0
4675,"The bill and iris were red, and the legs were fleshy pink. ",0
4676,The Tahiti rail was supposedly flightless and nested on the ground. ,0
4677,"It is said to have been seen in open areas, marshes, and in coconut plantations. ",0
4678,Its diet appears to have consisted mainly of insects and occasionally copra (coconut meat). ,0
4679,The extinction of the Tahiti rail was probably due to predation by humans and introduced cats and rats. ,0
4680,"It appears to have become extinct some time after 1844 on Tahiti, and perhaps as late as the 1930s on Mehetia. ",0
4681,The Tahiti rail was found on the South Pacific island of Tahiti (part of the Society Islands archipelago) by naturalists who were part of the British explorer James Cook's second voyage around the world (1772â1775). ,0
4682,"The bird was illustrated by Georg Forster, who accompanied his father, the German naturalist Johann Reinhold Forster. ",0
4683,"The father and son were tasked with recording natural history during the voyage, with Georg as the draughtsman. ",0
4684,The plate (no. 128) is life-sized and is kept at the Natural History Museum in London. ,0
4685,"No specimens of this bird have been preserved, but it is presumed that Forster saw a skin.  ",1
4686,"The English naturalist John Latham referred to this species as the ""Pacific Rail"" in 1785, and the German naturalist Johann Friedrich Gmelin formally named the bird Rallus pacificus in 1789, based on Latham's account.   ",1
4687,"In 1844 the German naturalist Hinrich Lichtenstein published J. R. Forster's account of the discoveries made during the journey, including his description of the Tahiti rail.   ",1
4688,"J. R. Forster indicated that the Tahiti rail was called Oomnaa or EboonaÌa on Tahiti and neighbouring islands, and OomeÌia-KeteoÌw on Tonga, though he specified only Tahiti and nearby islands as being part of its range.   Tevea also appears to have been one of the common names for the bird. ",1
4689,"In 1967 the American ornithologist James Greenway wrote that the bird was said by Polynesians to have also existed on the island of Mehetia near Tahiti ""a generation ago"", as reported to Greenway by the amateur naturalist Anthony Curtiss. ",0
4690,Phillip L. Bruner stated the bird was last recorded on Mehetia about fifty years earlier.  ,1
4691,"In 2012 the English ornithologist and artist Julian P. Hume referred to the claim that the bird lived on Mehetia as ""hearsay"" but regarded it as a possibility that it lived there and on other outlying islands.  ",1
4692,"In 2001 the English writer Errol Fuller stated that unlike some other ""hypothetical extinct species"" only known from old accounts, the Tahiti rail was sufficiently well documented for there to be no doubt that it existed.  ",1
4693,"The Tahiti rail has historically been confused with the extant Tongan subspecies of the buff-banded rail, Hypotaenidia philippensis ecaudata, which was also illustrated and described by the Forsters. ",0
4694,"In his 1783 description of the Tongan bird (wherein it was named Rallus eucaudata), the English ornithologist John Frederick Miller erroneously gave its locality as Tahiti, which led the Tahiti rail to be regarded as a junior synonym of the extant bird. ",0
4695,"He based his description on Forster's illustration (plate no. 127) of the Tongan bird, and Latham and Gmelin later repeated Miller's erroneous locality. ",0
4696,"The 1844 publication of Forster's description listed the Tongan bird as a variety of the Tahitian species, and similar schemes were suggested by later writers until 1953, when the New Zealand biologist Averil Margaret Lysaght pointed out Miller's locality mistake, which had been overlooked until that point, and kept the two birds separate.  ",1
4697,"In spite of the clarification, the Tongan bird was placed on a list of extinct birds in the 1981 book Endangered Birds of the World, and Forster's plate of the Tahiti rail was used to illustrate the Samoan wood rail (Gallinula pacifica), a completely different species, in the 1989 book Le Grand Livre des EspeÌcies Disparues.  ",1
4698,"Along with the buff-banded rail and close relatives, the Tahiti rail has historically been placed in either the genus Hypotaenidia (as H. pacifica) or Gallirallus (as G. pacificus), and is currently classified in the former.     ",1
4699,"The specific name refers to the Pacific Ocean and is Latin for ""peaceful"".  ",1
4700,In 1977 the American ornithologist Sidney Dillon Ripley suggested that the Tahiti rail was an isolated form of buff-banded rail and perhaps belonged to a superspecies with that bird and the Wake Island rail (Hypotaenidia wakensis).  ,1
4701,"Rails are some of the most widespread terrestrial vertebrates, and have colonised practically all island groups, with many island species being flightless. ",0
4702,"In 1973 the American ornithologist Storrs L. Olson argued that many insular flightless species of rails were descended from still extant flighted rails, that flightlessness had evolved independently and rapidly in many different island species, and that this feature is therefore of no taxonomic importance. ",0
4703,Flightlessness can be advantageous (especially where food is scarce) because it conserves energy by decreasing the mass of flight muscles; the absence of predators (particularly mammalian) and a reduced need for dispersal are factors that allow this feature to develop in island birds.  ,1
4704,"J. R. Forster stated the Tahiti rail was 9 inches (23 cm) long, which is small for a member of its genus. ",0
4705,Its colouration was also striking and unusual for a rail and it was described as being an attractive bird. ,0
4706,"The upper parts were black with white dots and bands (also referred to as spots and bars), and the underparts, throat, and eyebrow-like supercilium were white. ",0
4707,"The nape (or hind neck) was ferruginous (rust-coloured), the breast was grey, and it had a black band across the lower throat. ",0
4708,"The bill and iris were red, and the legs were fleshy pink. ",0
4709,"The sexes were presumably similar, and the immature and juvenile were not described.   Forster's original description of the bird follows below, in a translation from Latin published by the English naturalist Walter Rothschild in 1907: ",1
4710,"Black with white spots or bars; abdomen, throat, and eyebrow white; hind neck ferruginous; breast grey; bill blood-red; iris red. ",0
4711,"Bill straight, compressed, narrowed at the top, thicker at the base, and blood-red. ",0
4712,"The mandibles subequal, pointed; the upper slightly curved, with the tip pale fuscous; gape medium. ",0
4713,"Four toes, slender, of which three point forward (are front toes). ",0
4714,"The middle one almost as long as the Tibia, the side ones of equal length shorter, the back one short, raised from the ground. ",0
4715,"Rectrices extremely short, black spotted with white, hardly to be distinguished from the coverts.   ",1
4716,"Forster also stated that the total length to the middle toe was 12.75 inches (324 mm) long, the bill was 1.1 inches (28 mm) long, the tibiae (shinbones) 2 inches (51 mm) long, and the middle toe 1.3 inches (33 mm) long.  ",1
4717,"The Tahiti rail was similar to the buff-banded rail in the pattern of the nape and supercilium, and its spots and bars, but was otherwise generally distinct from other members of its genus.  Forster's plate (which Fuller described as ""rather crude"" yet ""explicit"") became the basis for other depictions of the bird, by artists such as John Gerrard Keulemans (1907), Fenwick Lansdowne (1977), and Hume (2012). ",1
4718,"Keulemans' illustration was made for the 1907 book Extinct Birds (before Forster's original had been published) by Rothschild, who pointed out that the legs had been painted too brightly red in the new adaptation, when they should instead have been flesh-coloured.    ",1
4719,"Keulemans also depicted bars on the tail covert feathers not shown in the original, according to Ripley.  ",1
4720,"The Tahiti rail was supposedly flightless, and nested on the ground. ",0
4721,"Bruner claimed to have gained information about the behaviour of the species from ""the few people who still remember the bird"". ",0
4722,"According to Bruner, the call of the bird was described as similar to that of other rails, though it differed in ending in a high-pitched whistle. ",0
4723,"It was said to have been seen in open areas, sometimes with other rails in marshes, and in coconut plantations. ",0
4724,"Its diet appears to have consisted mainly of insects found in grass, and it occasionally fed on copra (coconut meat). ",0
4725,"Its broken colour pattern was said to make it blend well with its surroundings, and it lacked ""shyness"".   ",1
4726,The extinction of the Tahiti rail was probably due to predation by humans and introduced cats and rats. ,0
4727,"The small, outlying islands off Tahiti also have rats, though there were no cats on Mehetia at the time of Greenway's writing in 1967.   ",1
4728,"According to Bruner, the bird was said to have been common on Tahiti until the end of the 19th century, beginning to decline thereafter; it had disappeared from there after 1844. ",0
4729,"It may have survived on the smaller, uninhabited island of Mehetia until the 1930s, perhaps due to the absence of cats.  ",1
4730,"Other extinct Tahitian birds include the Tahiti sandpiper and the black-fronted parakeet, and some species have disappeared from Tahiti itself but survive on other islands.  ",1
4731,"According to Olson, it is possible that hundreds of rail populations have become extinct from islands following the arrival of humans within the past 1500 years.[18 The tawny owl or brown owl (Strix aluco) is a stocky, medium-sized owl commonly found in woodlands across much of the Palearctic. ",0
4732,"The tawny owl is a member of the genus Strix, that is also the origin of the family's name under Linnaean taxonomy.  ",1
4733,"Its underparts are pale with dark streaks, and the upperparts are either rufous, brown or grey. ",0
4734,Several of the eight recognised subspecies have each of the main colour variations.   ,1
4735,"This nocturnal bird of prey hunts a wide variety of prey species, but usually primarily takes small mammals such as rodents. ",0
4736,"Tawny owls usually hunt by dropping from a perch to seize their prey, which they typically swallow whole. ",0
4737,"In more urban areas, its diet includes a higher proportion of birds, while in arid subtropics many invertebrates such as insects are taken.    Other important prey can include frogs with other vertebrate prey taken fairly rarely.  Vision and well-developed hearing adaptations combined with silent flight aid its night ",1
4738,"The tawny owl is capable of catching smaller owls, but is itself vulnerable to larger raptors, like eagle-owls or goshawks.   ",1
4739,"This species typically nests  in a tree hollow, wherein they are likely to gain protection of their eggs and young against potential predators.[6The tawny owl is non-migratory and highly territorial. ",0
4740,Many young birds starve if they cannot find a vacant territory once parental care ceases.   ,1
4741,"Although many people believe this owl has exceptional night vision, its retina is no more sensitive than a human's and its asymmetrically placed ears are key to its hunting by giving it excellent directional hearing. ",0
4742,"Its nocturnal habits and eerie, easily imitated call, have led to a mythical association of the tawny owl with bad luck and death.  ",1
4743,"This is a robust owl that is quite distinct for its large, rounded head. ",0
4744,Tawny owls have no ear tufts but do possess a prominent facial disc rimmed in slightly dusky feathers.  ,1
4745,"Despite having a broad facial disc rim, the facial disc is largely indistinct from the surrounding feathers in markings and colour, unlike some other owls that have relative bold facial disc patterns.  ",1
4746,The eyes are blackish-brown rimmed (at times imperceptibly) narrowly by the pale fleshy edges of the blue-grey eyelids.  ,1
4747,"The underside feathers are barred in a dusky colour with several crossbars, producing a herringbone pattern.  ",1
4748,Their typical rich brownish colour often camouflages it well against a variety of woodland types.  ,1
4749,"Tawny owls are spotted with white along the line of the scapulars, forming a white spotted ""shoulder"".  ",1
4750,Tawny owls possess relatively thick and heavy legs and feet and the talons are rather powerful and quite decurved.   ,1
4751,"In flight they can appear fairly big and broad, large headed and rounded on the wings.  ",1
4752,"The tawny owl often flies with long glides on rounded wings, less undulating and with fewer wingbeats than other Eurasian owls, and typically at a greater height. ",0
4753,"The flight of the tawny owl is relatively heavy and slow, particularly at takeoff.  ",1
4754,"They can appear to be a heavy flier but are capable of surprising maneuverability within woods, flying with utter silence.  ",1
4755,"As with most owls, its flight is silent because of its feathers' soft, furry upper surfaces and a fringe on the leading edge of the outer primaries.   Annual moult is usually complete in tawny owls but not all wing feathers are moulted each year.  ",1
4756,"Of 91 males and 214 females in Great Britain, 17-19% did not moult any primaries, while 1-6% replaced all primaries, about 6% of males and 2% of females annually replaced median-primaries, while about 11% of males and 4% of females replaced annually their median secondaries.  ",1
4757,Young individuals can sometimes be diagnosed to age roughly by the state of wing moult. ,0
4758,"However, some variation in wing moult accounts for mistaken identification by age of 3 year old owls for younger ages due to the fact that they retain some worn juvenile wing feathers. ",0
4759,Moult tends to occur after young fledge in late summer-early autumn for mature owls.  ,1
4760,The nominate race in particular has two main morphs which differ in their plumage colour. ,0
4761,"The predominant morphs are grey and rufous, with a more minor intermediate or brown morph also sometimes occurring in various races; sometimes each morph may intergrade.  ",1
4762,"There is some indication that pleiotropy has led to the colouring diversity in the species.  Studies, largely based in Italy and in Finland, based on contour feathers indicate that grey morph owls are more densely insulated and better suited to surviving cooler conditions, which is roughly in keeping with the respective morph distribution. ",1
4763,"Meanwhile, in warmer and wetter and/or more humid conditions, rufous morph individuals are better adapted.  ",1
